KHR_MATERIALS_DISPERSION_NO_VOLUME	The dispersion extension needs to be combined with the volume extension.	/materials/24/extensions/KHR_materials_dispersion
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/208/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/209/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/210/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/211/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/212/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/213/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/214/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/215/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/216/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/217/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/218/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/219/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/220/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/221/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/222/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/223/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/224/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/225/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/226/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/227/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/228/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/229/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/230/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/231/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/232/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/233/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/2/primitives/234/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/0/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/1/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/2/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/3/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/4/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/5/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/6/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/7/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/8/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/9/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/10/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/11/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/12/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/13/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/14/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/15/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/16/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/17/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/18/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/19/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/20/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/21/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/22/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/23/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/24/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/25/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/26/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/27/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/28/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/29/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/30/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/31/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/32/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/33/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/34/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/35/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/36/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/37/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/38/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/39/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/40/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/41/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/42/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/43/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/44/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/45/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/46/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/47/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/48/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/49/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/50/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/51/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/52/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/53/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/54/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/55/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/56/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/57/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/58/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/59/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/60/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/61/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/62/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/63/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/64/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/65/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/66/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/67/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/68/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/69/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/70/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/71/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/72/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/73/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/74/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/75/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/76/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/77/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/78/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/79/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/80/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/81/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/82/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/83/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/84/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/85/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/86/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/87/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/88/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/89/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/90/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/91/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/92/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/93/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/94/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/95/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/96/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/97/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/98/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/99/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/100/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/101/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/102/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/103/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/104/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/105/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/106/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/107/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/108/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/109/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/110/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/111/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/112/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/113/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/114/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/115/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/116/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/117/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/118/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/119/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/120/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/121/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/122/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/123/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/124/material
MESH_PRIMITIVE_GENERATED_TANGENT_SPACE	Material requires a tangent space but the mesh primitive does not provide it. Runtime-generated tangent space may be non-portable across implementations.	/meshes/8/primitives/125/material
